lemma;id;pos;gloss;Russian gloss
презвитеровъ;141262;A-;presbyterian;пресвитерский
презвитерьскыи;140732;A-;Presbyterian;пресвитерский
при;120403;R-;at;при
пригородьскыи;123481;A-;suburban;пригородный
пригорожанинъ;124080;Nb;suburbs resident;житель пригорода
прилежьно;123694;Df;dilifently;прилежно
прилежьнѣ;141161;Df;dilifently;прилежно
прилукъ;133919;Ne;Priluk;Прилук
припеть;122701;Ne;Pripiat;Припять
присьно;130831;Df;ever;присно
про;135444;R-;about;про
прокопии;137753;Ne;Prokopy;Прокопий
прокопьевна;140990;Ne;Prokopievna;Прокопьевна
промежду;141367;Df;in between;промеж
промежи;122635;R-;in between;между
промежу;144021;R-;in between;между
пророчьскыи;132140;A-;prophetic;пророческий
просто;133860;Df;simply;просто
пространо;138828;Df;at large;пространно
пространьно;139095;Df;at large;пространно
противу;123629;R-;against;против
противу;143206;Df;against;против
противъ;123593;R-;against;против
прочь;141289;Df;away, henceforth;прочь, впредь
пруси;124194;Nb;Prussian;пруссы
прѣдъ;123288;R-;before;пред
прѣжде;135023;Df;before;прежде
прѣжде;139159;R-;before;прежде
прѣже;132900;R-;before;прежде
прѣкы;130802;R-;transversely;поперек
прѣлюбодѣи;139832;Nb;adultery;прелюбодей
прѣмъного;134915;Df;very;премного
прѣтичь;125187;Ne;Pretich;Претич
прямо;130460;Df;directly, straight, right, frankly;прямо
пряныи;144059;A-;spicy;пряный
пубьксаръ;124460;Ne;Pubeksar;Пубексар
пустозеръскыи;140509;A-;Pustozersky;пустозерский
пустозерье;140447;Ne;Poustozerie;Пустозерье
пустыни;130320;Nb;desert, hermitage;пустыня, пустынь
путьша ;131593;Ne;Putsha;Путьша
путьшинъ;134684;A-;Putsha's;Путьшин
путята;134078;Ne;Putyata;Путята
пълкъ;140772;Ne;Polk;Полк
пышьныи;143876;A-;luxurious;пышный
пьрмь;123063;Ne;Perm;пермь
пьрстьнь;143949;Nb;finger ring;перстень
пьрьць;144053;Nb;pepper;перец
пѣсоченъ;133201;Ne;Pesochen;Песочен
пятыи;130589;Mo;5th;пятый
пять;121142;Ma;5;5
пять тысячь;143054;Ma;5000;5000
пятьдесятъ;124533;Ma;50;50
пятьдесятъ;143566;Mo;50th;пятидесятый
пятьнадесять;125456;Ma;15;15
пятьсътъ;124156;Ma;500;500
рабастъ;144047;Ne;Rabust;Рабаст
раболѣпьно;135302;Df;slavishly;раболепно
рабыни;139967;Nb;female slave;рабыни
равьно;134791;Df;equally;равно
рагуиловичь;141391;A-;Raguil's;Рагуилов
рагуилъ;139268;Ne;Raguil;Рагуил
рагъкавеи;143402;Ne;Rahkavei;Рагкавей
рагъкавеи;143403;Nb;Ragkavey;Рагкавей
радимичи;121133;Nb;Radimichs;радимичи
радимичь;135186;Nb;Radim's;Радимов
радимъ ;123165;Ne;Radim;Радим
радонѣжьскыи;144451;A-;of Radonezh;радонежский
радъко;132898;Ne;Radko;Радко
разбои;130679;Nb;robbery;разбой
развѣ;120845;R-;except;кроме, за исключением
развѣ;137181;Df;unless, if;разве только, разве
раздѣльно;130830;Df;apart;раздельно
разумьно;137554;Df;with sense;разумно
раискыи;131459;A-;paradisal;райский
раклии;143175;Ne;Heraclius;Ираклий
рано;133719;Df;early;рано
растовьць ;132261;Ne;Rostovets;Ростовец
ратиборичь;141382;A-;Ratibor's;Ратиборов
ратиборъ;132866;Ne;Ratibor;Ратибор
рафли;135490;Nb;a book for fortune telling;книга для гадания
рахиль ;130995;Ne;Rachel;Рахиль
редедя;131924;Ne;Rediedia;Редедя
резаньскыи;140606;A-;Ryazan;рязанский
репьня;123512;Ne;Repnia;Репня
рига;143567;Ne;Riga;Рига
рижанинъ;143562;Nb;resident of Riga;рижанин
римлянинъ;124235;Nb;Roman;римлянин
римовъ;133928;Ne;Roma;римский
римъ;122787;Ne;Roma;Рим
римьскыи;121282;A-;Roman;римский
роалдъ;124446;Ne;Roald;Роальд
робия;141020;Ne;Robia;Робия
робятишькы;140717;Nb;boys;ребятишки
ровоамъ;130365;Ne;Rovoam;Ровоам
роговичь;141390;A-;Rogovich;Рогов
рогъволодъ;125406;Ne;Rogvolod;Рогволод
рогънѣдинъ;125416;A-;Rogneda's;Рогнедин
рогънѣдь;125662;Ne;Rogneda;Рогнеда
родинъ;132538;Nb;relative;родственник
родионовичь;141408;A-;Rodion's;Родионов
родионъ;140070;Ne;Rodion;Родион
родительскыи;137414;A-;parent;родительский
родона;124138;Ne;Rodona;Родона
родьня;129726;Ne;Rodnia;Родня
рожьне;134014;Ne;Rozhne;Рожне
розграбити;143638;V-;plunder;разграбить
рокомъ;131709;Ne;Rokom;Роком
романовьскыи;139853;A-;Romanov;романовский
романъ ;124324;Ne;Roman;Роман (Рамон)
ромьнъ;133976;Ne;Romen;Ромен
россия;141136;Ne;Russia;Россия
ростиславичь;141380;A-;Rostislavl;Ростиславлев
ростиславъ;121233;Ne;Rostislavl;Ростиславль
ростовьскыи;123242;A-;Rostov;ростовский
рось;133952;Ne;Ros;рось
ртищевъ;140076;Ne;Rtischev;Ртищев
рувимъ;130997;Ne;Ruvim;Рувим
русинъ;124603;Nb;Russian;русский
русия;123679;Ne;Russia;Россия
русьскы;143933;Df;in a Russian manner;по-русски
ручаи;131049;Ne;Ruchai;Ручай
ръсь;131994;Ne;Rus';Русь
ръша;132311;Ne;Rosh;Рошь
рыболовъ;132231;Nb;fisherman;рыболов
рѣи;143681;Ne;Rei;Рей
рюриковъ;121085;A-;Rurik's;Рюриков
рязань;133133;Ne;Riazan;Рязань
саваофъ;139087;Ne;Savaof;Саваоф
саватеи;139106;Ne;Savatey;Савватий
савинъ;140424;A-;Savva's;Саввин
сакзя;133922;Ne;Sakzia;Сакзя
саковъ;134595;Ne;Sakov;Саков
саловъ;140155;Ne;Salov;Салов
самария;130366;Ne;Samaria;Самария
самоядь;133354;Ne;Samoyedic people;самоеды
самуилъ;130355;Ne;Samuel;Самуил
сандалъ;144119;Nb;sandal;сандал
сани;125121;Nb;sleigh;сани
санъ;134055;Ne;San;Сан
сараи;143655;Ne;Sarai;Сарай
саракыне;133344;Nb;Saracens;сарацины
сардания;124092;Ne;Sardania;Сардания
сармати;137825;Nb;Sarmats;сарматы
сарра ;130839;Ne;Sarah;Сарра
сарѣ;143676;Ne;Sar (Sara);Сар (Сара)
сатана ;130295;Ne;Satan;Сатана
сатанаилъ ;130294;Ne;Satanail;Сатанаил
саукъ;133911;Ne;Sauk;Саук
саулъ;124991;Ne;Saul;Саул
сахаръ;143840;Nb;sugar;сахар
сахарьныи;144127;A-;sugar;сахарный
свеи;124232;Nb;German, Sweden;немцы, шведы
свѣналъдичь;141387;A-;Sveneld's;Свенельдов
свѣнь;124453;Ne;Svens;свены
свѣньлдъ ;124751;Ne;Sveneld;Свенельд
свѣтьло;133442;Df;joyously;светло, радостно
святительскыи;130090;A-;Sainted;святительский
святопълкъ;121234;Ne;Sviatopolk;Святополк
святопълчичь;141395;A-;Sviatopolk's;Святополков
святопълчь;134109;Ne;Sviatopolk's;Святополков
святославичь;141383;A-;Sviatoslav's;Ставтославов
святославль ;124390;Ne;Sviatoslavl;Святославль
святославъ;124741;Ne;Sviatoslav;Святослав
святоша;134033;Ne;Sviatosha;Святоша
священичьскыи;135030;A-;priestly;священнический
седмыи;130929;Mo;7th;седьмой
седмь;130556;Ma;7;7
седмьнадесять;135252;Ma;17;17
селивестръ;130944;Ne;Selivestr;Селивестр
селунь;121218;Ne;Solun (Thessaloniki);Солунь (Салоники)
сельскыи;137627;A-;rural;сельский
семеонъ ;124296;Ne;Simeon;Симеон
семеръ;143865;Ma;7 (of);семеро
семыи;143728;Mo;7th;седьмой
семь;122754;Ne;Sem;Семь_
семьсътъ;129819;Ma;700;700
сенаръ;122438;Ne;Senar;Сенар
сенъзякъ;143542;Ne;Senziak;Сензяк
сергии;130927;Ne;Sergius;Сергий
серухъ ;130697;Ne;Serug;Серух
си;125015;Df;-;же
сибирьскыи;138758;A-;Siberian;сибирский
сибирь;141159;Ne;Siberia;Сибирь
сииже;124196;Pd;this;этот же
сикилия;124136;Ne;Sicily;Сицилия
